M,C,D,H,W,A
0.13297872340425532,1.0,0.7286821705426356,0.6467391304347826,0.7360362914658349,0.23809523809523808
0.425531914893617,0.2,0.056847545219638244,0.1358695652173913,0.17295151686986107,0.5059523809523809
0.19148936170212763,0.6,0.2454780361757106,0.47282608695652173,0.5094981570740006,0.4642857142857143
0.41223404255319146,0.2,0.07751937984496124,0.07608695652173914,0.15622341933654665,0.8392857142857143
0.6356382978723404,0.2,0.13178294573643412,0.29347826086956524,0.2840941309895095,0.40476190476190477
0.5585106382978723,0.2,0.1731266149870801,0.20652173913043478,0.21888290331726679,0.2916666666666667
0.3351063829787234,0.2,0.13695090439276486,0.375,0.33512900481996033,0.45833333333333326
0.3324468085106383,0.6,0.42118863049095606,0.375,0.46271618939608733,0.44047619047619047
0.2925531914893617,0.6,0.3359173126614987,0.266304347826087,0.4221718174085625,0.5059523809523809
0.3723404255319149,0.2,0.1343669250645995,0.27717391304347827,0.2531896796144032,0.38690476190476186
0.2978723404255319,1.0,0.6046511627906976,0.5054347826086957,0.5548624893677346,0.28571428571428575
0.5319148936170213,0.2,0.07493540051679587,0.17391304347826086,0.09271335412531896,0.38690476190476186
0.2872340425531915,0.6,0.34108527131782945,0.21195652173913043,0.39041678480294867,0.6071428571428571
0.9388297872340424,0.2,0.056847545219638244,0.010869565217391304,0.13382478026651545,0.8154761904761904
0.39361702127659576,0.2,0.2144702842377261,0.21195652173913043,0.3521406294301106,0.5714285714285715
0.23936170212765956,0.6,0.42377260981912146,0.29347826086956524,0.47490785370002836,0.4464285714285714
0.7180851063829787,0.2,0.07751937984496124,0.13043478260869565,0.14516586333994896,0.5535714285714286
0.45212765957446804,0.2,0.12403100775193798,0.15760869565217392,0.17947263963708535,0.35714285714285715
0.6648936170212766,0.2,0.11369509043927649,0.22826086956521738,0.22171817408562516,0.5952380952380952
0.40425531914893614,0.6,0.20155038759689922,0.40217391304347827,0.3734051601927984,0.3452380952380953
0.5531914893617021,0.2,0.17054263565891473,0.2391304347826087,0.3113127303657499,0.4464285714285714
0.5585106382978723,0.2,0.07751937984496124,0.11956521739130435,0.1536716756450241,0.5059523809523809
0.5851063829787234,0.2,0.020671834625323,0.03260869565217391,0.010206974766090162,0.5059523809523809
0.2526595744680851,0.6,0.4702842377260982,0.34782608695652173,0.5761270201304225,0.488095238095238
0.26595744680851063,0.6,0.4702842377260982,0.22826086956521738,0.4788772327757301,0.4464285714285714
0.6170212765957447,0.2,0.10335917312661498,0.15760869565217392,0.18485965409696625,0.4285714285714285
0.45212765957446804,0.2,0.07493540051679587,0.0,0.062943011057556,0.7440476190476191
0.3723404255319149,0.2,0.12144702842377261,0.266304347826087,0.3064927700595407,0.41666666666666663
0.3723404255319149,0.2,0.18604651162790697,0.20108695652173914,0.2908987808335696,0.5357142857142857
0.3191489361702127,0.2,0.18604651162790697,0.14130434782608695,0.2234193365466402,0.6845238095238095
0.15957446808510636,1.0,0.9328165374677002,0.8260869565217391,0.7734618656081655,0.11904761904761904
0.7101063829787234,0.2,0.07751937984496124,0.18478260869565216,0.08562517720442302,0.38095238095238093
0.4361702127659574,0.4,0.2971576227390181,0.16847826086956522,0.5435214062943011,0.7202380952380953
0.44680851063829785,0.2,0.22739018087855298,0.25,0.2855117663736887,0.38095238095238093
0.18617021276595744,1.0,0.7312661498708011,0.5597826086956522,0.7717607031471505,0.38690476190476186
0.10638297872340426,1.0,0.7545219638242894,0.6739130434782609,0.8622058406577828,0.2976190476190476
0.3324468085106383,0.2,0.13695090439276486,0.34782608695652173,0.27984122483697194,0.28571428571428575
0.10638297872340426,1.0,0.6046511627906976,0.45108695652173914,0.44116813155656365,0.23809523809523808
0.3191489361702127,0.2,0.13953488372093023,0.21739130434782608,0.1738020981003686,0.5059523809523809
0.39893617021276595,0.2,0.10077519379844961,0.2391304347826087,0.2316416217748795,0.38690476190476186
0.4893617021276595,0.2,0.13695090439276486,0.18478260869565216,0.2996881202154806,0.41666666666666663
0.23936170212765956,0.6,0.42377260981912146,0.29347826086956524,0.3334278423589453,0.41666666666666663
0.5319148936170213,0.2,0.07751937984496124,0.20108695652173914,0.17181740856251773,0.5059523809523809
0.5851063829787234,0.2,0.028423772609819122,0.11413043478260869,0.09554862489367735,0.6547619047619048
0.5053191489361702,0.2,0.12403100775193798,0.2391304347826087,0.1445988091862773,0.35714285714285715
0.5824468085106382,0.2,0.09560723514211886,0.15760869565217392,0.17493620640771193,0.38690476190476186
0.3723404255319149,0.2,0.07493540051679587,0.043478260869565216,0.18174085625177205,0.9226190476190476
0.23936170212765956,0.2,0.13695090439276486,0.358695652173913,0.3742557414233059,0.38690476190476186
0.30851063829787234,0.6,0.40568475452196384,0.34782608695652173,0.4953218032322087,0.511904761904762
0.7712765957446808,0.2,0.059431524547803614,0.11413043478260869,0.10830734335129005,0.488095238095238
0.22606382978723402,1.0,0.6124031007751938,0.5380434782608695,0.6427558831868443,0.26785714285714285
0.45212765957446804,0.2,0.10335917312661498,0.2554347826086957,0.22058406577828182,0.4464285714285714
0.13297872340425532,1.0,0.8578811369509044,0.7010869565217391,0.8083356960589736,0.20833333333333331
0.4840425531914893,0.2,0.18863049095607234,0.1358695652173913,0.4471222001701162,1.0
0.5851063829787234,0.2,0.11369509043927649,0.21195652173913043,0.27275304791607596,0.488095238095238
0.26595744680851063,0.6,0.22739018087855298,0.33695652173913043,0.3734051601927984,0.4464285714285714
0.4787234042553191,0.2,0.08527131782945736,0.20108695652173914,0.16699744825630847,0.43452380952380953
0.18617021276595744,0.6,0.4909560723514212,0.34782608695652173,0.5724411681315565,0.5952380952380952
0.39893617021276595,0.2,0.12403100775193798,0.15760869565217392,0.15452225687553162,0.4464285714285714
0.3723404255319149,1.0,0.7286821705426356,0.42934782608695654,0.648426424723561,0.5595238095238094
0.07978723404255318,1.0,0.7286821705426356,0.6195652173913043,0.8060674794442869,0.3273809523809524
0.45212765957446804,0.2,0.07751937984496124,0.1793478260869565,0.18202438332860787,0.5773809523809523
0.23936170212765956,1.0,0.6175710594315246,0.45652173913043476,0.5361497022965693,0.23809523809523808
0.5585106382978723,0.2,0.028423772609819122,0.13043478260869565,0.13070598242132123,0.6845238095238095
0.2420212765957447,1.0,0.6046511627906976,0.5054347826086957,0.4513751063226538,0.19047619047619044
0.5319148936170213,0.2,0.056847545219638244,0.13043478260869565,0.09186277289481146,0.369047619047619
0.601063829787234,0.2,0.1343669250645995,0.15217391304347827,0.28976467252622623,0.6130952380952381
0.45212765957446804,0.2,0.059431524547803614,0.13043478260869565,0.09696626027785654,0.7440476190476191
0.8457446808510637,0.2,0.04392764857881137,0.10326086956521739,0.1409129571874114,0.6666666666666666
0.2420212765957447,0.6,0.4909560723514212,0.40217391304347827,0.5094981570740006,0.42261904761904756
0.5159574468085106,0.2,0.2144702842377261,0.2391304347826087,0.2996881202154806,0.47619047619047616
0.4787234042553191,0.2,0.07493540051679587,0.22826086956521738,0.13807768641905302,0.5059523809523809
0.15957446808510636,1.0,0.7286821705426356,0.5380434782608695,0.8015310462149136,0.35714285714285715
0.39893617021276595,0.2,0.18604651162790697,0.25,0.354975900198469,0.4999999999999999
0.2925531914893617,0.2,0.07493540051679587,0.22826086956521738,0.188829033172668,0.6547619047619048
0.15957446808510636,1.0,0.6459948320413437,0.5652173913043478,0.715055287779983,0.3273809523809524
0.6117021276595744,0.2,0.007751937984496124,0.10326086956521739,0.06322653813439183,0.7738095238095237
0.6303191489361702,0.6,0.25839793281653745,0.4673913043478261,0.36773461865608165,0.20238095238095238
0.6090425531914893,0.2,0.05426356589147287,0.1358695652173913,0.0884604479727814,0.35714285714285715
0.8005319148936171,0.2,0.028423772609819122,0.06521739130434782,0.04026084491068897,0.5297619047619047
0.4734042553191489,0.6,0.2713178294573643,0.375,0.3081939325205557,0.2916666666666667
0.22606382978723402,0.6,0.4702842377260982,0.34782608695652173,0.5406861355259427,0.4999999999999999
0.2925531914893617,0.6,0.40568475452196384,0.29347826086956524,0.5778281825914375,0.5773809523809523
0.18617021276595744,1.0,0.6459948320413437,0.5652173913043478,0.7306492770059541,0.2976190476190476
0.10638297872340426,1.0,0.7286821705426356,0.5380434782608695,0.6733768074851149,0.2976190476190476
0.7180851063829787,0.2,0.10077519379844961,0.15760869565217392,0.16784802948681599,0.38690476190476186
0.15957446808510636,0.6,0.4909560723514212,0.34782608695652173,0.6002268216614687,0.6547619047619048
0.26595744680851063,0.6,0.4702842377260982,0.29347826086956524,0.4732066912390133,0.41666666666666663
0.2712765957446808,1.0,0.6124031007751938,0.5380434782608695,0.5137510632265382,0.3095238095238095
0.3191489361702127,0.6,0.42118863049095606,0.34782608695652173,0.40430961156790474,0.41666666666666663
0.773936170212766,0.2,0.05426356589147287,0.07608695652173914,0.10065211227672242,0.6428571428571429
0.8085106382978723,0.2,0.04392764857881137,0.13043478260869565,0.1295718741139779,0.630952380952381
0.3723404255319149,0.2,0.1343669250645995,0.22826086956521738,0.381060391267366,0.5357142857142857
0.10638297872340426,1.0,0.7286821705426356,0.7010869565217391,0.7051318400907287,0.2976190476190476
0.5531914893617021,0.2,0.05426356589147287,0.08695652173913043,0.06577828182591437,0.43452380952380953
0.1728723404255319,1.0,0.7286821705426356,0.6739130434782609,0.7235611000850581,0.20238095238095238
0.4840425531914893,0.2,0.1731266149870801,0.20652173913043478,0.24865324638502978,0.45833333333333326
0.2978723404255319,0.6,0.34108527131782945,0.22826086956521738,0.4102636801814573,0.5416666666666667
0.4840425531914893,0.2,0.13178294573643412,0.27717391304347827,0.19478310178622057,0.3988095238095237
0.5319148936170213,0.2,0.04392764857881137,0.03260869565217391,0.11964842642472356,0.8452380952380951
0.23936170212765956,1.0,0.6459948320413437,0.5652173913043478,0.5168698610717324,0.17857142857142858
0.13297872340425532,1.0,0.6046511627906976,0.5108695652173914,0.8576694074284094,0.47619047619047616
0.2978723404255319,0.6,0.34108527131782945,0.21195652173913043,0.38332860788205275,0.4642857142857143
0.3563829787234042,0.6,0.42118863049095606,0.34782608695652173,0.5109157924581798,0.4642857142857143
0.5319148936170213,0.2,0.0,0.016304347826086956,0.07201587751630281,0.6845238095238095
0.15957446808510636,1.0,0.6459948320413437,0.5652173913043478,0.5063793592288064,0.17857142857142858
0.23936170212765956,0.6,0.4702842377260982,0.17391304347826086,0.5559965976750779,0.7738095238095237
0.4787234042553191,0.2,0.2144702842377261,0.2391304347826087,0.31811738020981006,0.5952380952380952
0.6382978723404255,0.2,0.059431524547803614,0.03804347826086957,0.051601927984122484,0.5595238095238094
0.4654255319148936,0.2,0.18604651162790697,0.14130434782608695,0.2699177771477176,0.3333333333333333
0.5053191489361702,0.2,0.10077519379844961,0.21739130434782608,0.241281542387298,0.4464285714285714
0.6914893617021276,0.2,0.13953488372093023,0.22826086956521738,0.25148851715338816,0.42261904761904756
0.6781914893617021,0.2,0.09560723514211886,0.13043478260869565,0.1522540402608449,0.4107142857142857
0.26595744680851063,0.6,0.42377260981912146,0.29347826086956524,0.2894811454493904,0.2976190476190476
0.5930851063829787,0.2,0.1343669250645995,0.15760869565217392,0.2633966543804933,0.5654761904761905
0.13297872340425532,1.0,0.9612403100775194,0.9184782608695652,0.7652395803799262,0.02976190476190476
0.15957446808510636,1.0,0.8320413436692506,0.782608695652174,0.6342500708817692,0.02976190476190476
0.07978723404255318,1.0,0.8578811369509044,0.657608695652174,0.933654664020414,0.26785714285714285
0.10638297872340426,1.0,0.7312661498708011,0.6086956521739131,0.779699461298554,0.2976190476190476
0.13297872340425532,1.0,0.7312661498708011,0.5815217391304348,0.7204423022398639,0.3273809523809524
0.0,1.0,0.6098191214470284,0.7989130434782609,0.8843209526509782,0.625
0.6675531914893618,0.2,0.059431524547803614,0.11956521739130435,0.10547207258293168,0.47619047619047616
0.5585106382978723,0.2,0.1111111111111111,0.18478260869565216,0.1536716756450241,0.40476190476190477
0.6595744680851063,0.2,0.07493540051679587,0.11413043478260869,0.15083640487666572,0.5952380952380952
0.23936170212765956,0.6,0.40568475452196384,0.266304347826087,0.6158208108874398,0.6547619047619048
0.39893617021276595,0.2,0.17054263565891473,0.2717391304347826,0.3087609866742274,0.3273809523809524
0.5053191489361702,0.2,0.11369509043927649,0.22826086956521738,0.2812588602211511,0.6904761904761906
0.3457446808510638,0.6,0.4702842377260982,0.32065217391304346,0.4933371136943578,0.38690476190476186
0.425531914893617,0.6,0.29198966408268734,0.34782608695652173,0.377658066345336,0.4999999999999999
0.6382978723404255,0.2,0.09560723514211886,0.15217391304347827,0.16359512333427842,0.369047619047619
0.10638297872340426,1.0,0.6459948320413437,0.5652173913043478,0.6597675077969947,0.3095238095238095
0.15957446808510636,0.6,0.4702842377260982,0.14130434782608695,0.43804933371136945,0.6845238095238095
0.43882978723404253,0.2,0.13953488372093023,0.2717391304347826,0.19478310178622057,0.4464285714285714
0.4787234042553191,0.2,0.2144702842377261,0.2391304347826087,0.37907570172951516,0.5535714285714286
0.5053191489361702,0.2,0.18604651162790697,0.2391304347826087,0.18457612702013043,0.4464285714285714
0.3457446808510638,0.2,0.10335917312661498,0.2608695652173913,0.21718174085625178,0.5059523809523809
0.7446808510638298,0.2,0.04392764857881137,0.10326086956521739,0.1026368018145733,0.6785714285714285
0.10638297872340426,1.0,0.6175710594315246,0.45652173913043476,0.704564785937057,0.35714285714285715
0.10638297872340426,1.0,0.6459948320413437,0.5652173913043478,0.6073149985823646,0.35714285714285715
0.13297872340425532,1.0,0.6459948320413437,0.5652173913043478,0.8063510065211228,0.3273809523809524
0.9468085106382979,0.2,0.059431524547803614,0.11413043478260869,0.06719591721009356,0.3452380952380953
0.5585106382978723,0.2,0.20155038759689922,0.11413043478260869,0.4641338247802665,0.8214285714285714
0.3723404255319149,0.2,0.18604651162790697,0.17391304347826086,0.27757300822228526,0.625
0.7712765957446808,0.6,0.5012919896640827,0.21195652173913043,0.39750496172384464,0.5357142857142857
0.1728723404255319,1.0,0.8578811369509044,0.782608695652174,0.7689254323787922,0.24999999999999994
0.3058510638297872,0.6,0.42118863049095606,0.32065217391304346,0.5137510632265382,0.5297619047619047
0.39893617021276595,0.2,0.13178294573643412,0.27717391304347827,0.26424723561100083,0.5357142857142857
0.1728723404255319,1.0,0.7312661498708011,0.5217391304347826,0.6920895945562802,0.375
0.18617021276595744,1.0,0.8578811369509044,1.0,0.7555996597675078,0.08928571428571429
0.8643617021276595,0.2,0.07751937984496124,0.16304347826086957,0.15055287779982987,0.3988095238095237
0.3723404255319149,0.2,0.13953488372093023,0.21739130434782608,0.17210093563935355,0.35714285714285715
0.6835106382978724,0.2,0.09560723514211886,0.09239130434782608,0.17068330025517436,0.4107142857142857
0.9308510638297872,0.2,0.07493540051679587,0.03260869565217391,0.14658349872412815,0.9880952380952381
0.46276595744680843,0.2,0.18604651162790697,0.22826086956521738,0.35639353558264814,0.6011904761904763
0.5053191489361702,0.2,0.07751937984496124,0.18478260869565216,0.15622341933654665,0.41666666666666663
0.10638297872340426,1.0,0.7545219638242894,0.7010869565217391,0.6260277856535299,0.17857142857142858
0.10638297872340426,1.0,0.7286821705426356,0.592391304347826,0.8191097249787355,0.3273809523809524
0.23936170212765956,0.6,0.40568475452196384,0.32065217391304346,0.42755883186844346,0.5059523809523809
0.425531914893617,0.2,0.09302325581395349,0.266304347826087,0.2160476325489084,0.5654761904761905
0.3058510638297872,0.6,0.40568475452196384,0.29347826086956524,0.5151686986107173,0.5476190476190476
0.6329787234042552,0.2,0.025839793281653745,0.03260869565217391,0.10547207258293168,0.6785714285714285
0.526595744680851,0.6,0.2713178294573643,0.375,0.2784235894527927,0.19642857142857145
0.18617021276595744,0.6,0.4702842377260982,0.32065217391304346,0.6475758434930536,0.625
0.752659574468085,0.2,0.059431524547803614,0.125,0.14658349872412815,0.3988095238095237
0.5053191489361702,0.2,0.056847545219638244,0.15760869565217392,0.14516586333994896,0.38690476190476186
0.19946808510638298,0.6,0.25839793281653745,0.40217391304347827,0.625744258576694,0.5178571428571428
0.26861702127659576,0.6,0.40568475452196384,0.2391304347826087,0.5012758718457613,0.6369047619047619
0.10638297872340426,1.0,0.8578811369509044,0.5652173913043478,0.8083356960589736,0.23809523809523808
0.07978723404255318,1.0,0.813953488372093,0.7282608695652174,0.94754749078537,0.20833333333333331
0.45212765957446804,0.2,0.07493540051679587,0.15760869565217392,0.18485965409696625,0.6071428571428571
0.6569148936170214,0.2,0.10077519379844961,0.15760869565217392,0.16926566487099517,0.38095238095238093
0.7446808510638298,0.2,0.13178294573643412,0.25,0.23277573008222285,0.41666666666666663
0.6914893617021276,0.2,0.0103359173126615,0.125,0.0,0.5952380952380952
0.425531914893617,0.2,0.13695090439276486,0.375,0.2999716472923164,0.3273809523809524
0.2127659574468085,0.6,0.2454780361757106,0.42934782608695654,0.43294584632832434,0.3333333333333333
0.22872340425531917,0.6,0.40568475452196384,0.21195652173913043,0.5250921462999717,0.511904761904762
0.75,0.2,0.046511627906976744,0.10326086956521739,0.11511199319535016,0.4999999999999999
0.5585106382978723,0.2,0.05167958656330749,0.16304347826086957,0.1281542387297987,0.38690476190476186
0.39893617021276595,0.2,0.11627906976744186,0.266304347826087,0.21519705131840092,0.41666666666666663
0.6728723404255318,0.2,0.07493540051679587,0.17391304347826086,0.16302806918060675,0.4642857142857143
0.300531914893617,0.4,0.16279069767441862,0.30978260869565216,0.3450524525092146,0.47023809523809523
0.19946808510638298,1.0,0.7312661498708011,0.5,0.6640204139495322,0.3095238095238095
0.18617021276595744,1.0,0.6098191214470284,0.5652173913043478,0.5160192798412249,0.23809523809523808
0.45212765957446804,0.2,0.13695090439276486,0.3641304347826087,0.1760703147150553,0.26785714285714285
0.45212765957446804,0.2,0.13953488372093023,0.18478260869565216,0.2375956903884321,0.5059523809523809
0.5319148936170213,0.2,0.07493540051679587,0.15760869565217392,0.1582081088743975,0.47619047619047616
0.5452127659574468,0.2,0.07493540051679587,0.1358695652173913,0.06010774028919762,0.24999999999999994
0.3457446808510638,0.2,0.18604651162790697,0.14130434782608695,0.22540402608449106,0.6547619047619048
0.5718085106382979,0.2,0.07751937984496124,0.09239130434782608,0.12418485965409697,0.5357142857142857
0.5585106382978723,0.2,0.07493540051679587,0.11413043478260869,0.10547207258293168,0.4999999999999999
0.10638297872340426,1.0,0.8578811369509044,0.6739130434782609,0.8882903317266799,0.23809523809523808
0.41223404255319146,0.2,0.2144702842377261,0.22826086956521738,0.3195350155939892,0.47619047619047616
0.3457446808510638,0.2,0.13953488372093023,0.21739130434782608,0.22171817408562516,0.47619047619047616
0.22606382978723402,1.0,0.6124031007751938,0.5108695652173914,0.73773745392685,0.2976190476190476
0.7446808510638298,0.2,0.059431524547803614,0.11956521739130435,0.11681315565636519,0.6071428571428571
0.2127659574468085,1.0,0.49612403100775193,0.34782608695652173,0.6937907570172952,0.6547619047619048
0.3218085106382979,0.2,0.17054263565891473,0.266304347826087,0.2557414233059257,0.40476190476190477
0.3191489361702127,0.6,0.2248062015503876,0.33152173913043476,0.2435497590019847,0.35714285714285715
0.13297872340425532,1.0,0.7028423772609819,0.6195652173913043,0.5659200453643323,0.0
0.26595744680851063,0.6,0.40568475452196384,0.266304347826087,0.46810320385596826,0.47619047619047616
0.43882978723404253,0.2,0.18604651162790697,0.23369565217391305,0.3237879217465268,0.4642857142857143
0.13297872340425532,1.0,0.6098191214470284,0.5652173913043478,0.58378225120499,0.20833333333333331
0.7207446808510638,0.2,0.059431524547803614,0.07608695652173914,0.05301956336830167,0.4999999999999999
0.18617021276595744,1.0,0.6046511627906976,0.5108695652173914,0.716756450240998,0.35714285714285715
0.6117021276595744,0.2,0.03875968992248062,0.08152173913043478,0.11057555996597675,0.6547619047619048
0.39627659574468077,0.2,0.13178294573643412,0.27717391304347827,0.22455344485398357,0.4107142857142857
0.2526595744680851,1.0,0.7545219638242894,0.5652173913043478,0.6597675077969947,0.2976190476190476
0.425531914893617,0.2,0.18604651162790697,0.25,0.27190246668556844,0.4107142857142857
0.651595744680851,0.2,0.2144702842377261,0.2391304347826087,0.2673660334561951,0.3095238095238095
0.3856382978723404,0.6,0.2713178294573643,0.34782608695652173,0.3152821094414517,0.2738095238095238
0.2127659574468085,1.0,0.6046511627906976,0.5108695652173914,0.5205557130705982,0.1488095238095238
0.23936170212765956,0.6,0.40568475452196384,0.32065217391304346,0.5670541536716757,0.5059523809523809
0.23936170212765956,0.6,0.4909560723514212,0.34782608695652173,0.38247802665154523,0.3273809523809524
0.2712765957446808,0.6,0.42118863049095606,0.32065217391304346,0.5449390416784803,0.6666666666666666
0.2712765957446808,1.0,0.5142118863049095,0.42934782608695654,0.564785937056989,0.41666666666666663
0.22872340425531917,1.0,0.6046511627906976,0.45108695652173914,0.5988091862772895,0.32142857142857145
0.5053191489361702,0.2,0.07493540051679587,0.15760869565217392,0.1536716756450241,0.4999999999999999
0.10638297872340426,1.0,0.7286821705426356,0.5652173913043478,0.8749645591153955,0.38690476190476186
0.39893617021276595,0.2,0.056847545219638244,0.15760869565217392,0.14034590303373973,0.4464285714285714
0.15957446808510636,1.0,0.6098191214470284,0.5652173913043478,0.6461582081088744,0.26785714285714285
0.2925531914893617,0.2,0.11886304909560723,0.24456521739130435,0.2747377374539268,0.35714285714285715
0.46808510638297873,1.0,0.7286821705426356,0.32065217391304346,0.5988091862772895,0.6547619047619048
0.6117021276595744,0.2,0.1731266149870801,0.20652173913043478,0.19336546640204139,0.21428571428571425
0.7180851063829787,0.2,0.028423772609819122,0.06521739130434782,0.06010774028919762,0.630952380952381
0.13297872340425532,1.0,0.6459948320413437,0.5652173913043478,0.6986107173235044,0.35714285714285715
0.7180851063829787,0.2,0.1731266149870801,0.20652173913043478,0.21462999716472922,0.2976190476190476
0.276595744680851,1.0,0.6459948320413437,0.5108695652173914,0.6016444570456478,0.3095238095238095
0.07978723404255318,1.0,1.0,0.9728260869565217,0.9464133824780266,0.17857142857142858
0.7712765957446808,0.2,0.09560723514211886,0.09239130434782608,0.14516586333994896,0.3988095238095237
0.10638297872340426,1.0,0.9612403100775194,0.9184782608695652,0.8851715338814857,0.17857142857142858
0.4787234042553191,0.2,0.07493540051679587,0.22826086956521738,0.14658349872412815,0.38690476190476186
0.2127659574468085,1.0,0.6124031007751938,0.45652173913043476,0.6314148001134108,0.44047619047619047
0.6675531914893618,0.2,0.046511627906976744,0.10326086956521739,0.1026368018145733,0.4285714285714285
0.40691489361702127,0.2,0.2144702842377261,0.2391304347826087,0.39410263680181457,0.7202380952380953
0.425531914893617,0.2,0.11627906976744186,0.266304347826087,0.17436915225404026,0.35714285714285715
0.5026595744680851,0.2,0.22739018087855298,0.32065217391304346,0.3365466402041395,0.38095238095238093
0.45212765957446804,0.2,0.028423772609819122,0.11413043478260869,0.09923447689254324,0.4464285714285714
0.07978723404255318,1.0,0.9328165374677002,0.8260869565217391,0.9466969095548625,0.20833333333333331
0.2127659574468085,0.6,0.42118863049095606,0.34782608695652173,0.650411114261412,0.7738095238095237
0.24468085106382975,1.0,0.6459948320413437,0.483695652173913,0.6285795293450525,0.4285714285714285
0.6196808510638296,0.2,0.07493540051679587,0.11413043478260869,0.1281542387297987,0.5833333333333334
0.5558510638297872,0.2,0.07751937984496124,0.10326086956521739,0.2174652679330876,0.7559523809523809
0.45212765957446804,0.2,0.07493540051679587,0.17391304347826086,0.19478310178622057,0.38690476190476186
0.7207446808510638,0.2,0.07751937984496124,0.10869565217391304,0.05301956336830167,0.38095238095238093
0.13297872340425532,1.0,1.0,0.9728260869565217,0.4176353841791891,0.11904761904761904
0.3191489361702127,0.2,0.1343669250645995,0.22282608695652173,0.38729798695775447,0.6845238095238095
0.7180851063829787,0.2,0.1343669250645995,0.22826086956521738,0.1550893110292033,0.38690476190476186
0.6382978723404255,0.2,0.059431524547803614,0.03804347826086957,0.051601927984122484,0.5654761904761905
0.3457446808510638,0.2,0.13695090439276486,0.2826086956521739,0.377658066345336,0.38690476190476186
0.6648936170212766,0.2,0.10335917312661498,0.13043478260869565,0.1791891125602495,0.5297619047619047
0.22606382978723402,0.6,0.4909560723514212,0.266304347826087,0.44797278140062374,0.5833333333333334
0.18617021276595744,0.6,0.40568475452196384,0.32065217391304346,0.5177204423022399,0.4464285714285714
0.13297872340425532,1.0,0.8578811369509044,0.7010869565217391,0.7859370569889425,0.23809523809523808
0.2925531914893617,0.6,0.22739018087855298,0.41304347826086957,0.33853132974199035,0.3273809523809524
0.4787234042553191,0.2,0.11369509043927649,0.22826086956521738,0.29118230791040545,0.630952380952381
0.7632978723404256,0.2,0.05426356589147287,0.08695652173913043,0.12390133257726113,0.5535714285714286
0.4787234042553191,0.2,0.07493540051679587,0.07608695652173914,0.06265948398072016,0.6547619047619048
0.3457446808510638,0.6,0.20155038759689922,0.27717391304347827,0.3407995463566771,0.38690476190476186
0.4361702127659574,0.6,0.25839793281653745,0.3804347826086957,0.36489934788772327,0.2738095238095238
0.23936170212765956,0.6,0.3385012919896641,0.27717391304347827,0.3291749362064077,0.4464285714285714
0.5851063829787234,0.2,0.059431524547803614,0.11956521739130435,0.10121916643039411,0.5714285714285715
0.13297872340425532,1.0,0.6459948320413437,0.5652173913043478,0.7039977317833853,0.2976190476190476
0.30851063829787234,0.6,0.42118863049095606,0.32065217391304346,0.5009923447689254,0.4642857142857143
0.10638297872340426,1.0,0.6046511627906976,0.5108695652173914,0.7601360929968812,0.47619047619047616
0.13297872340425532,1.0,1.0,0.9728260869565217,0.797278140062376,0.11904761904761904
0.4787234042553191,0.2,0.18604651162790697,0.21739130434782608,0.3337113694357811,0.45238095238095233
0.1728723404255319,1.0,0.6459948320413437,0.5380434782608695,0.7164729231641622,0.33928571428571425
0.18617021276595744,1.0,0.6459948320413437,0.5652173913043478,0.8179756166713921,0.38690476190476186
0.05319148936170213,1.0,0.7286821705426356,0.7282608695652174,0.5815140345903034,0.17857142857142858
0.7180851063829787,0.2,0.09560723514211886,0.15217391304347827,0.10405443719875249,0.43452380952380953
1.0,0.2,0.046511627906976744,0.10326086956521739,0.1409129571874114,0.5892857142857142
0.3457446808510638,0.6,0.3359173126614987,0.266304347826087,0.34590303373972214,0.4464285714285714
0.26595744680851063,0.6,0.42377260981912146,0.29347826086956524,0.3651828749645591,0.47619047619047616
0.4920212765957447,0.2,0.17054263565891473,0.266304347826087,0.2685001417635384,0.369047619047619
